Domain,Len,IDN,Date
coronavirusfacebook,19,0,2020-03-16
coronavirusfacials,18,0,2020-03-16
coronavirusfamilies,19,0,2020-03-16
coronavirusfamilyplan,21,0,2020-03-16
coronavirus-family-plan,23,0,2020-03-16
coronavirusfastclean,20,0,2020-03-16
coronavirusfire,15,0,2020-03-16
coronavirusfired,16,0,2020-03-16
coronavirusfirstsymptoms,24,0,2020-03-16
coronavirus-fitbit-alert,24,0,2020-03-16
coronavirusfitnesschallenge,27,0,2020-03-16
coronavirusfox,14,0,2020-03-16
coronavirusfoxnews,18,0,2020-03-16
coronavirus-franchise,21,0,2020-03-16
coronavirusfuneralsnyc,22,0,2020-03-16
coronavirusgameplan,19,0,2020-03-16
coronavirusgay,14,0,2020-03-16
coronavirusgiannis,18,0,2020-03-16
coronavirusgig,14,0,2020-03-16
coronavirusglasses,18,0,2020-03-16
coronavirusgoodnews,19,0,2020-03-16
coronavirushalt,15,0,2020-03-16
coronavirushbo,14,0,2020-03-16
coronavirushealthclinic,23,0,2020-03-16
coronavirushealthguide,22,0,2020-03-16
coronavirushealthinsurance123,29,0,2020-03-16
coronavirushealthinsuranceflorida,33,0,2020-03-16
coronavirus-heilmittel,22,0,2020-03-16
coronavirushelp911,18,0,2020-03-16
coronavirushelpcenters,22,0,2020-03-16
coronavirushelpusa,18,0,2020-03-16
coronavirushelpvirtual,22,0,2020-03-16
coronavirushero,15,0,2020-03-16
coronavirus-hero,16,0,2020-03-16
coronavirus-history,19,0,2020-03-16
corona-virushoax,16,0,2020-03-16
coronavirushoax2020,19,0,2020-03-16
coronavirusholistics,20,0,2020-03-16
coronavirushomeactivities,25,0,2020-03-16
coronavirushomes,16,0,2020-03-16
coronavirus-homeschool,22,0,2020-03-16
coronavirus-hospital,20,0,2020-03-16
coronavirushospitalitysupport,29,0,2020-03-16
coronavirushotelconsulting,26,0,2020-03-16
coronavirushotelhelp,20,0,2020-03-16
coronavirusimpactlondon,23,0,2020-03-16
coronavirusimpactondenstists,28,0,2020-03-16
coronavirusindiaclub,20,0,2020-03-16
coronavirus-india-map,21,0,2020-03-16
coronavirusinfectionattorney,28,0,2020-03-16
coronavirusinfectionattorneys,29,0,2020-03-16
coronavirusinfectionlawyer,26,0,2020-03-16
coronavirusinfectionlawyers,27,0,2020-03-16
coronavirusinfectionprevention,30,0,2020-03-16
coronavirusinfectiousdiseasedefense,35,0,2020-03-16
coronavirusinform,17,0,2020-03-16
corona-virus-information,24,0,2020-03-16
corona-virus-infos,18,0,2020-03-16
coronavirusinput,16,0,2020-03-16
coronavirusinsanity,19,0,2020-03-16
coronavirusinsuranceplans,25,0,2020-03-16
coronavirus-isolation,21,0,2020-03-16
coronavirusitem,15,0,2020-03-16
coronavirus-iwatch-alert,24,0,2020-03-16
coronavirusjanitor,18,0,2020-03-16
coronavirusjanitors,19,0,2020-03-16
coronavirus-jobs,16,0,2020-03-16
coronavirusjunk,15,0,2020-03-16
coronavirusketo,15,0,2020-03-16
coronaviruskevinlove,20,0,2020-03-16
coronaviruskindness,19,0,2020-03-16
coronaviruskktc,15,0,2020-03-16
coronaviruskroger,17,0,2020-03-16
coronaviruskrogers,18,0,2020-03-16
coronaviruslabtesting,21,0,2020-03-16
coronaviruslaidoff,18,0,2020-03-16
coronaviruslatinoamerica,24,0,2020-03-16
corona-viruslaw,15,0,2020-03-16
coronaviruslawblog,18,0,2020-03-16
coronaviruslawco,16,0,2020-03-16
coronaviruslawreporter,22,0,2020-03-16
coronaviruslawscalifornia,25,0,2020-03-16
coronaviruslawupdates,21,0,2020-03-16
coronaviruslawyer911,20,0,2020-03-16
coronaviruslawyercalifornia,27,0,2020-03-16
coronaviruslawyers911,21,0,2020-03-16
coronaviruslayoff,17,0,2020-03-16
coronaviruslayoffs,18,0,2020-03-16
coronaviruslearning,19,0,2020-03-16
coronavirusleave,16,0,2020-03-16
coronaviruslegaladvice,22,0,2020-03-16
coronaviruslegislation,22,0,2020-03-16
coronaviruslifekit,18,0,2020-03-16
coronavirusline,15,0,2020-03-16
coronaviruslivechart,20,0,2020-03-16
coronaviruslivecounter,22,0,2020-03-16
coronaviruslivepure,19,0,2020-03-16
coronavirus-lives,17,0,2020-03-16
coronavirus-lockdown,20,0,2020-03-16
coronavirusmademedoit,21,0,2020-03-16
coronavirusmadesimple,21,0,2020-03-16
coronavirusmakeover,19,0,2020-03-16
coronavirusmaptrack,19,0,2020-03-16
coronavirusmarines,18,0,2020-03-16
coronavirusmarkcuban,20,0,2020-03-16
coronavirusmaskintoronto,24,0,2020-03-16
coronavirusmasksuk,18,0,2020-03-16
coronavirusmasterbation,23,0,2020-03-16
coronavirusmaterials,20,0,2020-03-16
coronavirusmcadebtrelief,24,0,2020-03-16
coronavirusmcarelief,20,0,2020-03-16
coronavirus-medical,19,0,2020-03-16
coronavirusmedicalclinics,25,0,2020-03-16
coronavirusmedicalsupply,24,0,2020-03-16
coronavirusmedicene,19,0,2020-03-16
coronavirusmemorabilia,22,0,2020-03-16
coronavirusmiracles,19,0,2020-03-16
coronavirusmojo,15,0,2020-03-16
coronavirusmoms,15,0,2020-03-16
coronavirusmortalityrate,24,0,2020-03-16
coronavirusmortgagehelp,23,0,2020-03-16
coronavirus-movie,17,0,2020-03-16
coronavirusmuseum,17,0,2020-03-16
coronavirusmusthave,19,0,2020-03-16
coronavirusmystery,18,0,2020-03-16
coronavirusmysterys,19,0,2020-03-16
coronavirusmyth,15,0,2020-03-16
coronavirusnamaste,18,0,2020-03-16
coronavirusnaturalprevention,28,0,2020-03-16
coronavirusnavy,15,0,2020-03-16
coronavirusnbc,14,0,2020-03-16
coronavirusnegative,19,0,2020-03-16
coronavirusneighbor,19,0,2020-03-16
coronavirusnewsaustralia,24,0,2020-03-16
coronavirusnewschannel,22,0,2020-03-16
coronavirusnewsinfo,19,0,2020-03-16
coronavirus-newsletter,22,0,2020-03-16
coronavirusnewsuk,17,0,2020-03-16
coronavirusnewsus,17,0,2020-03-16
coronavirusnewsusa,18,0,2020-03-16
coronavirus-nj,14,0,2020-03-16
coronavirusnotruf,17,0,2020-03-16
coronavirusnyt,14,0,2020-03-16
coronavirusoilscrisis,21,0,2020-03-16
coronavirusonlinehelp,21,0,2020-03-16
coronavirusonlinestore,22,0,2020-03-16
coronavirusonwheels,19,0,2020-03-16
coronavirusoprah,16,0,2020-03-16
coronavirus-oubreak,19,0,2020-03-16
coronavirusoutbreaksurvivalguide,32,0,2020-03-16
coronavirusoximeter,19,0,2020-03-16
coronavirus-oximeter,20,0,2020-03-16
coronavirusp,12,0,2020-03-16
coronaviruspages,16,0,2020-03-16
coronaviruspaidleave,20,0,2020-03-16
coronaviruspandemiccure,23,0,2020-03-16
coronaviruspanicrelief,22,0,2020-03-16
coronavirusparaguay,19,0,2020-03-16
coronaviruspk,13,0,2020-03-16
coronavirus-plan,16,0,2020-03-16
coronavirus-podcast,19,0,2020-03-16
coronavirusporno,16,0,2020-03-16
coronavirusppc,14,0,2020-03-16
coronaviruspracticeupdate,25,0,2020-03-16
coronavirus-pray-now,20,0,2020-03-16
coronavirus-preppers,20,0,2020-03-16
coronaviruspreventionbundle,27,0,2020-03-16
coronavirusprints,17,0,2020-03-16
coronavirusprogress,19,0,2020-03-16
coronaviruspromos,17,0,2020-03-16
coronaviruspulseoximeter,24,0,2020-03-16
coronavirus-pulse-oximeter,26,0,2020-03-16
coronaviruspune,15,0,2020-03-16
coronaviruspure123,18,0,2020-03-16
coronaviruspurifier,19,0,2020-03-16
coronavirus-qa,14,0,2020-03-16
coronavirusquarantinemap,24,0,2020-03-16
coronavirusquestionaire,23,0,2020-03-16
corona-virus-reading-list,25,0,2020-03-16
coronavirus-recipes,19,0,2020-03-16
coronavirusreducation,21,0,2020-03-16
coronavirusrefugee,18,0,2020-03-16
coronavirusrefugees,19,0,2020-03-16
coronavirusrehabfund,20,0,2020-03-16
coronavirusreiki,16,0,2020-03-16
coronavirusreimbursement,24,0,2020-03-16
coronavirusreliefbill,21,0,2020-03-16
coronavirusrent,15,0,2020-03-16
coronavirusresponders,21,0,2020-03-16
coronavirusretirement,21,0,2020-03-16
coronavirusriskassessment,25,0,2020-03-16
coronavirusriskfactor,21,0,2020-03-16
coronavirusrun,14,0,2020-03-16
coronavirus-russia,18,0,2020-03-16
coronavirussafetyinformation,28,0,2020-03-16
coronavirussafeway,18,0,2020-03-16
coronavirussaniwipe,19,0,2020-03-16
coronavirussaniwipes,20,0,2020-03-16
coronavirus-screen,18,0,2020-03-16
coronavirussecure,17,0,2020-03-16
coronavirusselfisolation,24,0,2020-03-16
coronavirus-selfisolation,25,0,2020-03-16
coronavirus-services,20,0,2020-03-16
coronavirusshenanigans,22,0,2020-03-16
coronavirusshirtco,18,0,2020-03-16
coronavirusshowtime,19,0,2020-03-16
coronavirusshtf,15,0,2020-03-16
coronavirussluts,16,0,2020-03-16
coronavirussocks,16,0,2020-03-16
coronavirussolitude,19,0,2020-03-16
coronavirussprint,17,0,2020-03-16
coronavirussreening,19,0,2020-03-16
coronavirusstate,16,0,2020-03-16
coronavirus-study,17,0,2020-03-16
coronavirussupplyshopping,25,0,2020-03-16
corona-virussupport,19,0,2020-03-16
coronavirussupportusa,21,0,2020-03-16
coronavirus-survey,18,0,2020-03-16
coronavirussurviors,19,0,2020-03-16
corona-virussurvivors,21,0,2020-03-16
coronavirustaxcredits,21,0,2020-03-16
coronavirusteeshirts,20,0,2020-03-16
coronavirustelecare,19,0,2020-03-16
coronavirustelehelp,19,0,2020-03-16
coronavirus-telescreen,22,0,2020-03-16
coronavirus-test-alert,22,0,2020-03-16
coronavirustestguidelines,25,0,2020-03-16
coronavirustestingguidelines,28,0,2020-03-16
coronavirustestingnow,21,0,2020-03-16
coronavirustestkitamerica,25,0,2020-03-16
coronavirus-test-kits,21,0,2020-03-16
coronavirustestsathome,22,0,2020-03-16
coronavirustesttime,19,0,2020-03-16
coronavirustestusa,18,0,2020-03-16
coronavirusthebook,18,0,2020-03-16
coronavirustimpactondentistry,29,0,2020-03-16
coronavirustj,13,0,2020-03-16
coronavirustodayusa,19,0,2020-03-16
coronavirustransport,20,0,2020-03-16
coronavirustrials,17,0,2020-03-16
coronavirust-shirts,19,0,2020-03-16
coronavirustwc,14,0,2020-03-16
coronavirusupdatesusa,21,0,2020-03-16
coronavirususairforce,21,0,2020-03-16
coronavirususamap,17,0,2020-03-16
coronavirususarmy,17,0,2020-03-16
coronavirususmc,15,0,2020-03-16
coronavirusv19,14,0,2020-03-16
coronavirus-v19,15,0,2020-03-16
coronavirus-vac,15,0,2020-03-16
coronavirusvaccineprogress,26,0,2020-03-16
coronavirusvaccineshot,22,0,2020-03-16
coronavirusverizon,18,0,2020-03-16
coronavirusviacom,17,0,2020-03-16
coronavirusviral,16,0,2020-03-16
coronavirusvirtual,18,0,2020-03-16
coronavirusvirtualrun,21,0,2020-03-16
coronavirus-vitamin,19,0,2020-03-16
coronaviruswalgreens,20,0,2020-03-16
coronaviruswalk,15,0,2020-03-16
coronaviruswalkboston,21,0,2020-03-16
coronaviruswalknewyork,22,0,2020-03-16
coronaviruswalknyc,18,0,2020-03-16
coronaviruswalksanfrancisco,27,0,2020-03-16
coronaviruswapo,15,0,2020-03-16
coronavirus-war,15,0,2020-03-16
coronaviruswatchlist,20,0,2020-03-16
coronavirus-wear,16,0,2020-03-16
coronaviruswhat,15,0,2020-03-16
coronaviruswhattobuy,20,0,2020-03-16
coronavirus-what-to-buy,23,0,2020-03-16
coronaviruswire,15,0,2020-03-16
coronavirus-work,16,0,2020-03-16
coronavirus-work-from-home,26,0,2020-03-16
coronavirusworkspacesolution,28,0,2020-03-16
coronaviruswsj,14,0,2020-03-16
coronillavirus,14,0,2020-03-16
coronoavirussmallbusinessassistance,35,0,2020-03-16
coronovirusdehypnosis,21,0,2020-03-16
